('35', '128', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '21', '2033-10-13 13:06:21', NULL),
('8', '101', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2031-07-21 14:38:01', NULL),
('1', '45', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2026-11-21 09:25:36', NULL),
('35', '78', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2029-08-16 12:06:49', NULL),
('49', '47', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2027-01-25 14:06:16', NULL),
('19', '58', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '17', '2027-12-15 22:22:35', NULL),
('50', '62', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2028-04-25 22:50:56', NULL),
('13', '119', 'Mi aspettavo di più da questo video. È stato un po  deludente.', '0', '2033-01-11 02:20:32', NULL),
('38', '55', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '6', '2027-09-05 21:07:33', NULL),
('9', '61', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2028-03-21 02:16:34', NULL),
('39', '76', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '31', '2029-06-10 16:19:08', NULL),
('24', '14', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '8', '2024-12-10 18:26:20', NULL),
('40', '10', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2026-04-30 00:41:30', NULL),
('26', '107', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2032-01-12 00:08:48', NULL),
('41', '87', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2030-05-15 16:38:36', NULL),
('33', '29', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2025-09-20 08:47:14', NULL),
('24', '38', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2026-04-26 18:27:28', NULL),
('13', '86', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2030-04-26 03:14:24', NULL),
('39', '77', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2029-07-21 10:14:33', NULL),
('3', '16', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2024-06-11 05:20:28', NULL),
('42', '124', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2033-06-11 16:13:05', NULL),
('14', '61', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2028-03-21 02:16:34', NULL),
('19', '39', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2026-05-16 07:51:40', NULL),
('14', '99', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2031-05-15 18:50:20', NULL),
('45', '95', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2031-01-11 21:57:04', NULL),
('47', '5', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2026-11-13 05:50:31', NULL),
('13', '6', 'Mi aspettavo di più da questo video. È stato un po  deludente.', '0', '2024-01-10 00:20:54', NULL),
('42', '82', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2029-12-16 17:53:04', NULL),
('28', '16', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2025-04-20 03:47:40', NULL),
('24', '147', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '24', '2035-05-15 03:37:16', NULL),
('49', '79', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '38', '2029-09-06 16:38:02', NULL),
('43', '104', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2031-10-14 08:42:53', NULL),
('36', '121', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2033-03-22 04:22:15', NULL),
('6', '2', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2023-06-25 04:04:52', NULL),
('48', '36', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2026-12-20 17:31:54', NULL),
('14', '122', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2033-04-27 00:56:37', NULL),
('48', '138', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '2', '2034-08-15 23:05:29', NULL),
('46', '19', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '7', '2026-10-08 09:16:09', NULL),
('22', '63', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2028-05-15 12:15:08', NULL),
('19', '137', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2034-07-20 21:13:13', NULL),
('3', '31', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2025-09-05 16:44:05', NULL),
('33', '94', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '29', '2030-12-16 20:04:48', NULL),
('27', '10', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '3', '2025-03-12 00:59:16', NULL),
('8', '39', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '12', '2026-05-16 07:51:40', NULL),
('8', '49', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '29', '2027-03-22 00:04:50', NULL),
('47', '65', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2028-07-21 08:02:49', NULL),
('45', '44', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2026-10-13 06:37:12', NULL),
('32', '35', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '21', '2026-01-10 19:51:23', NULL),
('46', '138', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2034-08-15 23:05:29', NULL),
('15', '89', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2030-07-21 12:26:17', NULL),
('26', '33', 'La qualità del video potrebbe essere migliorata. Era sfocato in alcuni punti.', '0', '2025-11-21 07:13:52', NULL),
('29', '32', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '1', '2025-10-13 04:25:28', NULL),
('40', '93', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2030-11-22 09:19:33', NULL),
('28', '129', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2033-11-21 15:54:45', NULL),
('37', '109', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '30', '2032-03-22 02:10:31', NULL),
('30', '78', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2029-08-16 12:06:49', NULL),
('23', '16', 'Ho trovato il video molto noioso e poco interessante. Non è riuscito a catturare la mia attenzione.', '0', '2024-11-21 05:02:08', NULL),
('19', '12', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2024-07-25 05:29:55', NULL),
('14', '100', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '2', '2031-06-10 20:42:36', NULL),
('22', '60', 'Mi aspettavo di più da questo video. È stato un po  deludente.', '0', '2028-02-25 15:31:19', NULL),
('5', '117', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2032-11-21 13:43:01', NULL),
('22', '35', 'Mi dispiace dirlo, ma il contenuto del video era confuso e mal strutturato.', '0', '2026-01-10 19:51:23', NULL),
('12', '145', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2035-03-20 17:38:42', NULL),
('48', '84', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2030-02-26 11:01:48', NULL),
('2', '49', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2027-03-22 00:04:50', NULL),
('4', '25', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2025-03-21 19:41:22', NULL),
('5', '100', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2031-06-10 20:42:36', NULL),
('28', '107', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2032-01-12 00:08:48', NULL),
('35', '15', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '7', '2025-11-16 09:52:49', NULL),
('32', '86', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2030-04-26 03:14:24', NULL),
('4', '117', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2032-11-21 13:43:01', NULL),
('4', '54', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '39', '2027-08-17 07:43:21', NULL),
('11', '79', 'Mi dispiace dirlo, ma il contenuto del video era confuso e mal strutturato.', '0', '2029-09-06 16:38:02', NULL),
('18', '7', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2024-06-21 00:02:34', NULL),
('38', '82', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2029-12-16 17:53:04', NULL),
('41', '28', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2026-05-03 06:55:32', NULL),
('41', '97', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2031-03-21 08:51:46', NULL),
('11', '107', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '8', '2032-01-12 00:08:48', NULL),
('10', '110', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2032-04-26 22:44:53', NULL),
('23', '145', 'Mi aspettavo di più da questo video. È stato un po  deludente.', '0', '2035-03-20 17:38:42', NULL),
('19', '55', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2027-09-05 21:07:33', NULL),
('43', '7', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2026-07-20 12:32:20', NULL),
('35', '14', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '8', '2025-11-16 09:52:49', NULL),
('49', '119', 'Mi aspettavo di più da questo video. È stato un po  deludente.', '0', '2033-01-11 02:20:32', NULL),
('28', '13', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2025-04-20 03:47:40', NULL),
('26', '145', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '7', '2035-03-20 17:38:42', NULL),
('24', '33', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2025-11-21 07:13:52', NULL),
('34', '124', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2033-06-11 16:13:05', NULL),
('38', '72', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2029-02-26 08:50:04', NULL),
('13', '143', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '13', '2035-01-11 06:44:00', NULL),
('3', '63', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '17', '2028-05-15 12:15:08', NULL),
('47', '10', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2026-11-13 05:50:31', NULL),
('3', '52', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2027-06-11 11:55:40', NULL),
('50', '79', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '37', '2029-09-06 16:38:02', NULL),
('33', '61', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2028-03-21 02:16:34', NULL),
('17', '122', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2033-04-27 00:56:37', NULL),
('34', '41', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '3', '2026-07-22 03:39:21', NULL),
('27', '88', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '11', '2030-06-10 18:30:52', NULL),
('30', '21', 'Ho notato alcuni errori di grammatica nel testo del video. È importante fare una revisione accurata.', '0', '2025-06-30 20:56:24', NULL),
('49', '20', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2027-01-25 14:06:16', NULL),
('23', '49', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2027-03-22 00:04:50', NULL),
('31', '137', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2034-07-20 21:13:13', NULL),
('16', '81', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '37', '2029-11-22 07:07:49', NULL),
('27', '68', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2028-10-14 02:07:41', NULL),
('21', '7', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '38', '2024-09-02 08:18:19', NULL),
('11', '5', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2023-11-15 14:22:20', NULL),
('30', '46', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '16', '2026-12-15 20:10:51', NULL),
('43', '115', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '25', '2032-09-05 23:13:14', NULL),
('47', '79', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '33', '2029-09-06 16:38:02', NULL),
('2', '135', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2034-05-16 16:32:33', NULL),
('19', '8', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '38', '2024-07-25 05:29:55', NULL),
('47', '146', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2035-04-27 05:20:05', NULL),
('42', '4', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2026-06-16 07:04:59', NULL),
('2', '67', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2028-09-06 14:26:18', NULL),
('21', '142', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '17', '2034-12-16 04:51:44', NULL),
('4', '2', 'La qualità del video potrebbe essere migliorata. Era sfocato in alcuni punti.', '0', '2023-04-11 04:42:06', NULL),
('8', '65', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2028-07-21 08:02:49', NULL),
('36', '78', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2029-08-16 12:06:49', NULL),
('15', '84', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2030-02-26 11:01:48', NULL),
('40', '29', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2026-04-30 00:41:30', NULL),
('38', '18', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2026-02-20 13:46:48', NULL),
('47', '63', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '16', '2028-05-15 12:15:08', NULL),
('34', '148', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2035-06-11 20:36:33', NULL),
('29', '5', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2025-05-26 00:22:02', NULL),
('11', '102', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2031-08-16 16:30:17', NULL),
('36', '133', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2034-03-22 06:33:59', NULL),
('34', '54', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2027-08-17 07:43:21', NULL),
('20', '57', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2027-11-21 11:37:20', NULL),
('39', '100', 'La qualità del video potrebbe essere migliorata. Era sfocato in alcuni punti.', '0', '2031-06-10 20:42:36', NULL),
('42', '95', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2031-01-11 21:57:04', NULL),
('10', '55', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2027-09-05 21:07:33', NULL),
('41', '24', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2026-05-03 06:55:32', NULL),
('26', '59', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2028-01-11 00:14:51', NULL),
('42', '121', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '1', '2033-03-22 04:22:15', NULL),
('19', '78', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '16', '2029-08-16 12:06:49', NULL),
('49', '59', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '25', '2028-01-11 00:14:51', NULL),
('50', '88', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2030-06-10 18:30:52', NULL),
('20', '140', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '19', '2034-10-13 15:18:05', NULL),
('45', '49', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2027-03-22 00:04:50', NULL),
('36', '141', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2034-11-21 18:06:29', NULL),
('35', '16', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2025-11-16 09:52:49', NULL),
('21', '55', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2027-09-05 21:07:33', NULL),
('25', '141', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '3', '2034-11-21 18:06:29', NULL),
('14', '57', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2027-11-21 11:37:20', NULL),
('9', '51', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '36', '2027-05-16 10:03:24', NULL),
('17', '66', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2028-08-16 09:55:05', NULL),
('45', '123', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2033-05-16 14:20:49', NULL),
('9', '132', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '19', '2034-02-25 19:48:44', NULL),
('18', '118', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '28', '2032-12-16 00:28:16', NULL),
('35', '24', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2025-11-16 09:52:49', NULL),
('19', '115', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '17', '2032-09-05 23:13:14', NULL),
('27', '31', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2025-09-05 16:44:05', NULL),
('37', '88', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2030-06-10 18:30:52', NULL),
('11', '75', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2029-05-15 14:26:52', NULL),
('18', '143', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2035-01-11 06:44:00', NULL),
('1', '5', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2023-07-21 05:57:08', NULL),
('49', '55', 'Mi dispiace dirlo, ma il contenuto del video era confuso e mal strutturato.', '0', '2027-09-05 21:07:33', NULL),
('39', '20', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2026-03-25 04:07:08', NULL),
('2', '127', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2033-09-06 01:24:58', NULL),
('28', '96', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2031-02-26 13:13:32', NULL),
('6', '50', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2027-04-26 20:39:12', NULL),
('36', '67', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2028-09-06 14:26:18', NULL),
('9', '103', 'La qualità del video potrebbe essere migliorata. Era sfocato in alcuni punti.', '0', '2031-09-06 21:01:30', NULL),
('5', '8', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '2', '2023-10-14 00:02:00', NULL),
('36', '105', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2031-11-22 11:31:17', NULL),
('43', '60', 'Ho notato alcuni errori di grammatica nel testo del video. È importante fare una revisione accurata.', '0', '2028-02-25 15:31:19', NULL),
('39', '63', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2028-05-15 12:15:08', NULL),
('4', '90', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2030-08-16 14:18:33', NULL),
('11', '101', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2031-07-21 14:38:01', NULL),
('42', '75', 'Mi dispiace dirlo, ma il contenuto del video era confuso e mal strutturato.', '0', '2029-05-15 14:26:52', NULL),
('17', '38', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2026-04-26 18:27:28', NULL),
('27', '74', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '18', '2029-04-26 01:02:40', NULL),
('10', '42', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2026-08-17 05:31:37', NULL),
('5', '31', 'Ho notato alcuni errori di grammatica nel testo del video. È importante fare una revisione accurata.', '0', '2025-09-05 16:44:05', NULL),
('20', '122', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2033-04-27 00:56:37', NULL),
('41', '92', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2030-10-14 06:31:09', NULL),
('14', '101', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2031-07-21 14:38:01', NULL),
('44', '118', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '13', '2032-12-16 00:28:16', NULL),
('38', '96', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2031-02-26 13:13:32', NULL),
('6', '23', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2025-01-10 17:39:39', NULL),
('33', '19', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2025-09-20 08:47:14', NULL),
('25', '65', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2028-07-21 08:02:49', NULL),
('22', '3', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2024-10-16 08:27:46', NULL),
('43', '141', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2034-11-21 18:06:29', NULL),
('19', '42', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2026-08-17 05:31:37', NULL),
('44', '63', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2028-05-15 12:15:08', NULL),
('6', '84', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2030-02-26 11:01:48', NULL),
('45', '58', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '31', '2027-12-15 22:22:35', NULL),
('48', '4', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2026-12-20 17:31:54', NULL),
('32', '45', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2026-11-21 09:25:36', NULL),
('26', '65', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2028-07-21 08:02:49', NULL),
('7', '25', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '8', '2025-03-21 19:41:22', NULL),
('19', '10', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2024-07-25 05:29:55', NULL),
('27', '103', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '36', '2031-09-06 21:01:30', NULL),
('9', '137', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2034-07-20 21:13:13', NULL),
('8', '113', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2032-07-22 07:56:46', NULL),
('29', '76', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2029-06-10 16:19:08', NULL),
('14', '31', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2025-09-05 16:44:05', NULL),
('30', '68', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '7', '2028-10-14 02:07:41', NULL),
('3', '142', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '34', '2034-12-16 04:51:44', NULL),
('32', '22', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2025-08-15 12:12:52', NULL),
('44', '87', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2030-05-15 16:38:36', NULL),
('16', '134', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2034-04-27 03:08:21', NULL),
('13', '22', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2024-12-15 15:47:23', NULL),
('24', '75', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2029-05-15 14:26:52', NULL),
('16', '110', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2032-04-26 22:44:53', NULL),
('4', '98', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2031-04-26 05:26:08', NULL),
('41', '100', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '24', '2031-06-10 20:42:36', NULL),
('26', '116', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '15', '2032-10-13 10:54:37', NULL),
('24', '130', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2033-12-16 02:40:00', NULL),
('42', '73', 'Questo video è troppo lungo e si dilunga su argomenti non rilevanti.', '0', '2029-03-21 04:28:18', NULL),
('24', '41', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '32', '2026-07-22 03:39:21', NULL),
('42', '66', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2028-08-16 09:55:05', NULL),
('23', '37', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '25', '2026-03-21 21:53:06', NULL),
('28', '23', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2025-04-20 03:47:40', NULL),
